CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyal_customer
1018.0,9,8,25044.0,1,4,4,144,9,Silver
1019.0,15,13,31803.0,2,4,4,244,10,Silver
1020.0,16,10,42674.0,2,4,3,243,9,Silver
1021.0,19,108,135009.0,2,1,2,212,5,Platinum
1022.0,270,21,18037.0,4,3,4,434,11,Bronze
1023.0,9,102,231630.0,1,1,1,111,3,Platinum
1024.0,77,12,42935.0,4,4,3,443,11,Bronze
1025.0,20,60,133651.0,3,2,2,322,7,Gold
1026.0,107,43,101464.0,4,2,2,422,8,Gold
1027.0,9,28,67663.0,1,3,3,133,7,Gold
1028.0,17,86,306071.0,2,2,1,221,5,Platinum
1029.0,45,6,22258.0,3,4,4,344,11,Bronze
1030.0,18,118,211244.0,2,1,1,211,4,Platinum
1031.0,39,42,169880.0,3,3,2,332,8,Gold
1032.0,9,20,42231.0,1,3,3,133,7,Gold
1033.0,9,63,124411.0,1,2,2,122,5,Platinum
1034.0,43,43,94918.0,3,2,2,322,7,Gold
1035.0,15,38,73505.0,2,3,3,233,8,Gold
1036.0,9,33,71265.0,1,3,3,133,7,Gold
1037.0,25,207,334596.0,3,1,1,311,5,Platinum
1038.0,6,192,97696.0,1,1,2,112,4,Platinum
1039.0,203,30,38331.0,4,3,3,433,10,Silver
1040.0,23,3,23076.0,3,4,4,344,11,Bronze
1041.0,241,23,56822.0,4,3,3,433,10,Silver
1042.0,15,35,76348.0,2,3,3,233,8,Gold
1043.0,11,321,361279.0,2,1,1,211,4,Platinum
1044.0,4,42,253351.0,1,3,1,131,5,Platinum
1045.0,11,72,178646.0,2,2,2,222,6,Gold
1046.0,74,26,53216.0,4,3,3,433,10,Silver
1047.0,617,1,8128.0,4,4,4,444,12,Bronze
1048.0,16,28,113535.0,2,3,2,232,7,Gold
1049.0,55,24,192831.0,3,3,2,332,8,Gold
1050.0,200,9,38231.0,4,4,3,443,11,Bronze
1051.0,12,76,171521.0,2,2,2,222,6,Gold
1052.0,170,35,97703.0,4,3,2,432,9,Silver
1053.0,13,12,35080.0,2,4,4,244,10,Silver
1054.0,4,340,269298.0,1,1,1,111,3,Platinum
1055.0,3,143,674198.0,1,1,1,111,3,Platinum
1056.0,19,117,408638.0,2,1,1,211,4,Platinum
1057.0,35,25,78531.0,3,3,3,333,9,Silver
1058.0,55,57,37927.0,3,2,4,324,9,Silver
1059.0,51,70,141470.0,3,2,2,322,7,Gold
1060.0,15,13,21760.0,2,4,4,244,10,Silver
1061.0,40,17,188267.0,3,4,2,342,9,Silver
1062.0,19,207,202046.0,2,1,2,212,5,Platinum
1063.0,3,399,2017058.0,1,1,1,111,3,Platinum
1064.0,3,143,337083.0,1,1,1,111,3,Platinum
1065.0,10,120,340990.0,1,1,1,111,3,Platinum
1066.0,9,176,139063.0,1,1,2,112,4,Platinum
1067.0,82,22,45131.0,4,3,3,433,10,Silver
1068.0,1,213,2657603.0,1,1,1,111,3,Platinum
1069.0,112,9,21402.0,4,4,4,444,12,Bronze
1070.0,8,57,48415.0,1,2,3,123,6,Gold
1071.0,16,17,14500.0,2,4,4,244,10,Silver
1072.0,10,115,107942.0,1,1,2,112,4,Platinum
1073.0,11,31,371170.0,2,3,1,231,6,Gold
1074.0,368,7,28776.0,4,4,4,444,12,Bronze
1075.0,81,31,49819.0,4,3,3,433,10,Silver
1076.0,5,44,76546.0,1,2,3,123,6,Gold
1077.0,12,16,161456.0,2,4,2,242,8,Gold
1078.0,10,13,24037.0,1,4,4,144,9,Silver
1079.0,4,438,4832240.0,1,1,1,111,3,Platinum
1080.0,117,39,89832.0,4,3,2,432,9,Silver
1081.0,18,33,72624.0,2,3,3,233,8,Gold
1082.0,10,23,42847.0,1,3,3,133,7,Gold
1083.0,48,62,585042.0,3,2,1,321,6,Gold
1084.0,169,17,35476.0,4,4,4,444,12,Bronze
1085.0,9,137,340085.0,1,1,1,111,3,Platinum
1086.0,55,13,177752.0,3,4,2,342,9,Silver
1087.0,10,10,28848.0,1,4,4,144,9,Silver
1088.0,368,7,12904.0,4,4,4,444,12,Bronze
1089.0,7,76,213724.0,1,2,1,121,4,Platinum
1090.0,48,12,16826.0,3,4,4,344,11,Bronze
1091.0,9,32,100525.0,1,3,2,132,6,Gold
1092.0,185,10,55611.0,4,4,3,443,11,Bronze
1093.0,10,33,62822.0,1,3,3,133,7,Gold
1094.0,11,66,137861.0,2,2,2,222,6,Gold
1095.0,11,57,199851.0,2,2,2,222,6,Gold
1096.0,24,173,492804.0,3,1,1,311,5,Platinum
1097.0,10,31,61770.0,1,3,3,133,7,Gold
1098.0,9,22,43194.0,1,3,3,133,7,Gold
1099.0,18,36,157544.0,2,3,2,232,7,Gold
1100.0,145,59,46249.0,4,2,3,423,9,Silver
1101.0,7,96,92490.0,1,2,2,122,5,Platinum
1102.0,11,40,120521.0,2,3,2,232,7,Gold
1103.0,9,46,215952.0,1,2,1,121,4,Platinum
1104.0,177,11,23762.0,4,4,4,444,12,Bronze
1105.0,58,93,49218.0,3,2,3,323,8,Gold
1106.0,23,15,32738.0,3,4,4,344,11,Bronze
1108.0,20,74,258923.0,3,2,1,321,6,Gold
1109.0,22,4,5205.0,3,4,4,344,11,Bronze
1110.0,13,28,44869.0,2,3,3,233,8,Gold
1111.0,13,55,106296.0,2,2,2,222,6,Gold
1112.0,212,19,37675.0,4,3,4,434,11,Bronze
1113.0,6,173,81667.0,1,1,3,113,5,Platinum
1114.0,77,1,8600.0,4,4,4,444,12,Bronze
1115.0,13,206,430493.0,2,1,1,211,4,Platinum
1116.0,20,20,47496.0,3,3,3,333,9,Silver
1117.0,10,9,38876.0,1,4,3,143,8,Gold
1118.0,16,58,101610.0,2,2,2,222,6,Gold
1119.0,102,5,232600.0,4,4,1,441,9,Silver
1120.0,52,101,207597.0,3,2,1,321,6,Gold
1121.0,12,92,197015.0,2,2,2,222,6,Gold
1122.0,11,79,234793.0,2,2,1,221,5,Platinum
1123.0,58,24,121794.0,3,3,2,332,8,Gold
1124.0,11,114,923231.0,2,1,1,211,4,Platinum
1125.0,14,17,63374.0,2,4,3,243,9,Silver
1126.0,58,11,24095.0,3,4,4,344,11,Bronze
1127.0,327,28,26320.0,4,3,4,434,11,Bronze
1128.0,2,77,154078.0,1,2,2,122,5,Platinum
1129.0,13,142,301243.0,2,1,1,211,4,Platinum
1130.0,16,22,38342.0,2,3,3,233,8,Gold
1131.0,14,30,60914.0,2,3,3,233,8,Gold
1132.0,83,7,18261.0,4,4,4,444,12,Bronze
1133.0,9,61,130667.0,1,2,2,122,5,Platinum
1134.0,39,32,72383.0,3,3,3,333,9,Silver
1135.0,12,306,395361.0,2,1,1,211,4,Platinum
1136.0,6,116,342192.0,1,1,1,111,3,Platinum
1137.0,11,338,787206.0,2,1,1,211,4,Platinum
1138.0,15,24,44183.0,2,3,3,233,8,Gold
1139.0,359,18,63012.0,4,3,3,433,10,Silver
1140.0,14,103,239104.0,2,1,1,211,4,Platinum
1141.0,10,7,13848.0,1,4,4,144,9,Silver
1142.0,89,3,18624.0,4,4,4,444,12,Bronze
1143.0,55,36,147650.0,3,3,2,332,8,Gold
1144.0,14,165,406700.0,2,1,1,211,4,Platinum
1145.0,8,179,2192280.0,1,1,1,111,3,Platinum
1146.0,3,66,158550.0,1,2,2,122,5,Platinum
1147.0,4,153,318049.0,1,1,1,111,3,Platinum
1148.0,8,60,93417.0,1,2,2,122,5,Platinum
1149.0,75,28,61916.0,4,3,3,433,10,Silver
1150.0,101,16,30381.0,4,4,4,444,12,Bronze
1151.0,205,19,43402.0,4,3,3,433,10,Silver
1152.0,15,40,78040.0,2,3,3,233,8,Gold
1153.0,11,15,47906.0,2,4,3,243,9,Silver
1154.0,2,114,228414.0,1,1,1,111,3,Platinum
1155.0,10,27,114051.0,1,3,2,132,6,Gold
1156.0,298,21,91094.0,4,3,2,432,9,Silver
1157.0,18,30,66794.0,2,3,3,233,8,Gold
1158.0,9,119,327088.0,1,1,1,111,3,Platinum
1159.0,52,17,40374.0,3,4,3,343,10,Silver
1160.0,326,12,20510.0,4,4,4,444,12,Bronze
1161.0,17,19,48270.0,2,3,3,233,8,Gold
1162.0,75,43,95215.0,4,2,2,422,8,Gold
1163.0,13,148,364714.0,2,1,1,211,4,Platinum
1164.0,39,25,47670.0,3,3,3,333,9,Silver
1165.0,12,126,307474.0,2,1,1,211,4,Platinum
1166.0,15,147,388583.0,2,1,1,211,4,Platinum
1167.0,9,34,78047.0,1,3,3,133,7,Gold
1168.0,51,18,38358.0,3,3,3,333,9,Silver
1169.0,50,30,165454.0,3,3,2,332,8,Gold
1170.0,10,31,60724.0,1,3,3,133,7,Gold
1171.0,322,7,21663.0,4,4,4,444,12,Bronze
1172.0,54,20,45394.0,3,3,3,333,9,Silver
1173.0,2,136,232554.0,1,1,1,111,3,Platinum
1174.0,11,45,79053.0,2,2,3,223,7,Gold
1175.0,24,11,28914.0,3,4,4,344,11,Bronze
1176.0,81,21,46706.0,4,3,3,433,10,Silver
1177.0,9,27,53560.0,1,3,3,133,7,Gold
1178.0,173,10,86357.0,4,4,2,442,10,Silver
1179.0,58,16,43672.0,3,4,3,343,10,Silver
1180.0,11,59,155477.0,2,2,2,222,6,Gold
1181.0,295,16,34377.0,4,4,4,444,12,Bronze
1182.0,114,23,71566.0,4,3,3,433,10,Silver
1183.0,264,31,112988.0,4,3,2,432,9,Silver
1184.0,174,27,50992.0,4,3,3,433,10,Silver
1185.0,173,9,22725.0,4,4,4,444,12,Bronze
1186.0,9,7,10592.0,1,4,4,144,9,Silver
1187.0,18,45,101438.0,2,2,2,222,6,Gold
1188.0,10,48,112750.0,1,2,2,122,5,Platinum
1189.0,11,45,607342.0,2,2,1,221,5,Platinum
1190.0,81,11,81029.0,4,4,3,443,11,Bronze
1191.0,10,5,10984.0,1,4,4,144,9,Silver
1192.0,365,3,13024.0,4,4,4,444,12,Bronze
1193.0,3,160,357665.0,1,1,1,111,3,Platinum
1194.0,16,36,90375.0,2,3,2,232,7,Gold
1195.0,177,39,85597.0,4,3,2,432,9,Silver
1196.0,15,136,403080.0,2,1,1,211,4,Platinum
1197.0,38,19,344286.0,3,3,1,331,7,Gold
1198.0,2,30,45266.0,1,3,3,133,7,Gold
1199.0,13,33,40072.0,2,3,3,233,8,Gold
1200.0,6,152,127086.0,1,1,2,112,4,Platinum
1201.0,403,5,-11694.0,4,4,4,444,12,Bronze
1202.0,17,91,77434.0,2,2,3,223,7,Gold
1203.0,22,12,29006.0,3,4,4,344,11,Bronze
1204.0,16,11,21924.0,2,4,4,244,10,Silver
1205.0,18,35,91898.0,2,3,2,232,7,Gold
1206.0,152,2,10530.0,4,4,4,444,12,Bronze
1207.0,8,631,1113095.0,1,1,1,111,3,Platinum
1208.0,10,158,361770.0,1,1,1,111,3,Platinum
1209.0,101,15,25157.0,4,4,4,444,12,Bronze
1210.0,200,11,33686.0,4,4,4,444,12,Bronze
1211.0,50,28,53946.0,3,3,3,333,9,Silver
1212.0,9,338,327800.0,1,1,1,111,3,Platinum
1213.0,209,10,43178.0,4,4,3,443,11,Bronze
1214.0,50,15,36851.0,3,4,4,344,11,Bronze
1215.0,81,54,121590.0,4,2,2,422,8,Gold
1216.0,10,11,26950.0,1,4,4,144,9,Silver
1217.0,70,115,240778.0,3,1,1,311,5,Platinum
1218.0,34,111,323574.0,3,1,1,311,5,Platinum
1219.0,29,16,127492.0,3,4,2,342,9,Silver
1220.0,5,353,884115.0,1,1,1,111,3,Platinum
1221.0,20,13,43429.0,3,4,3,343,10,Silver
1222.0,20,238,557010.0,3,1,1,311,5,Platinum
1223.0,10,41,199572.0,1,3,2,132,6,Gold
1224.0,15,16,42763.0,2,4,3,243,9,Silver
1225.0,20,85,130398.0,3,2,2,322,7,Gold
1226.0,31,5,10714.0,3,4,4,344,11,Bronze
1227.0,36,125,382113.0,3,1,1,311,5,Platinum
1228.0,4,155,275868.0,1,1,1,111,3,Platinum
1229.0,16,87,179460.0,2,2,2,222,6,Gold
1230.0,9,212,496567.0,1,1,1,111,3,Platinum
1231.0,208,16,98949.0,4,4,2,442,10,Silver
1232.0,51,39,258574.0,3,3,1,331,7,Gold
1233.0,13,47,97239.0,2,2,2,222,6,Gold
1234.0,11,170,597409.0,2,1,1,211,4,Platinum
1235.0,15,84,408585.0,2,2,1,221,5,Platinum
1236.0,79,30,127459.0,4,3,2,432,9,Silver
1237.0,203,44,87257.0,4,2,2,422,8,Gold
1238.0,47,11,40452.0,3,4,3,343,10,Silver
1239.0,47,34,72658.0,3,3,3,333,9,Silver
1240.0,81,39,101776.0,4,3,2,432,9,Silver
1241.0,53,20,112726.0,3,3,2,332,8,Gold
1242.0,43,162,541332.0,3,1,1,311,5,Platinum
1243.0,11,68,188748.0,2,2,2,222,6,Gold
1244.0,20,39,86924.0,3,3,2,332,8,Gold
1245.0,74,22,72623.0,4,3,3,433,10,Silver
1246.0,137,28,65219.0,4,3,3,433,10,Silver
1247.0,8,31,77964.0,1,3,3,133,7,Gold
1248.0,12,16,37972.0,2,4,4,244,10,Silver
1249.0,63,6,13908.0,3,4,4,344,11,Bronze
1250.0,40,15,57438.0,3,4,3,343,10,Silver
1251.0,11,243,307161.0,2,1,1,211,4,Platinum
1252.0,12,251,1696418.0,2,1,1,211,4,Platinum
1253.0,8,150,395607.0,1,1,1,111,3,Platinum
1254.0,13,92,65569.0,2,2,3,223,7,Gold
1255.0,29,66,174196.0,3,2,2,322,7,Gold
1256.0,78,37,75508.0,4,3,3,433,10,Silver
1257.0,177,28,17031.0,4,3,4,434,11,Bronze
1258.0,81,92,199322.0,4,2,2,422,8,Gold
1259.0,9,6,17888.0,1,4,4,144,9,Silver
1260.0,10,240,434992.0,1,1,1,111,3,Platinum
1261.0,267,21,19192.0,4,3,4,434,11,Bronze
1262.0,18,204,79968.0,2,1,3,213,6,Gold
1263.0,172,6,195522.0,4,4,2,442,10,Silver
1264.0,78,13,30426.0,4,4,4,444,12,Bronze
1265.0,38,34,150518.0,3,3,2,332,8,Gold
1266.0,18,87,50606.0,2,2,3,223,7,Gold
1267.0,13,503,758759.0,2,1,1,211,4,Platinum
1268.0,9,54,111085.0,1,2,2,122,5,Platinum
1269.0,1,214,1764541.0,1,1,1,111,3,Platinum
1270.0,20,56,27949.0,3,2,4,324,9,Silver
1271.0,104,4,33890.0,4,4,4,444,12,Bronze
1272.0,66,6,12644.0,3,4,4,344,11,Bronze
1273.0,111,10,79132.0,4,4,3,443,11,Bronze
1274.0,2,1124,1017529.0,1,1,1,111,3,Platinum
1275.0,10,291,860598.0,1,1,1,111,3,Platinum
1276.0,267,8,27568.0,4,4,4,444,12,Bronze
1277.0,5,203,890648.0,1,1,1,111,3,Platinum
1278.0,69,111,1349698.0,3,1,1,311,5,Platinum
1279.0,9,81,235080.0,1,2,1,121,4,Platinum
1280.0,267,7,17433.0,4,4,4,444,12,Bronze
1281.0,10,52,56690.0,1,2,3,123,6,Gold
1282.0,321,24,29822.0,4,3,4,434,11,Bronze
1283.0,4,330,175040.0,1,1,2,112,4,Platinum
1284.0,9,14,18214.0,1,4,4,144,9,Silver
1285.0,5,43,131134.0,1,2,2,122,5,Platinum
1286.0,12,46,16265.0,2,2,4,224,8,Gold
1287.0,17,42,63392.0,2,3,3,233,8,Gold
1288.0,14,65,118844.0,2,2,2,222,6,Gold
1289.0,12,12,53136.0,2,4,3,243,9,Silver
1290.0,9,4,6492.0,1,4,4,144,9,Silver
1291.0,18,155,119155.0,2,1,2,212,5,Platinum
1292.0,365,29,24900.0,4,3,4,434,11,Bronze
1293.0,5,181,142996.0,1,1,2,112,4,Platinum
1294.0,3,451,612688.0,1,1,1,111,3,Platinum
1295.0,3,69,32462.0,1,2,4,124,7,Gold
1296.0,9,589,5678995.0,1,1,1,111,3,Platinum
1297.0,58,14,23739.0,3,4,4,344,11,Bronze
1298.0,326,1,8352.0,4,4,4,444,12,Bronze
1299.0,8,217,508321.0,1,1,1,111,3,Platinum
1300.0,20,103,59121.0,3,1,3,313,7,Gold
1301.0,5,5023,6102150.0,1,1,1,111,3,Platinum
1302.0,9,21,19091.0,1,3,4,134,8,Gold
1303.0,10,252,420386.0,1,1,1,111,3,Platinum
1304.0,142,26,22838.0,4,3,4,434,11,Bronze
1305.0,81,34,795177.0,4,3,1,431,8,Gold
1306.0,8,83,174521.0,1,2,2,122,5,Platinum
1307.0,155,21,26096.0,4,3,4,434,11,Bronze
1308.0,90,74,165097.0,4,2,2,422,8,Gold
1309.0,11,124,361086.0,2,1,1,211,4,Platinum
1310.0,9,35,75231.0,1,3,3,133,7,Gold
1311.0,26,14,9424.0,3,4,4,344,11,Bronze
1312.0,5,157,704558.0,1,1,1,111,3,Platinum
1313.0,11,11,95357.0,2,4,2,242,8,Gold
1314.0,9,173,359575.0,1,1,1,111,3,Platinum
1315.0,4,38,213745.0,1,3,1,131,5,Platinum
1316.0,17,15,43651.0,2,4,3,243,9,Silver
1317.0,9,72,175489.0,1,2,2,122,5,Platinum
1318.0,145,3,13704.0,4,4,4,444,12,Bronze
1319.0,359,1,-2082.0,4,4,4,444,12,Bronze
1320.0,4,160,374803.0,1,1,1,111,3,Platinum
1321.0,85,5,111164.0,4,4,2,442,10,Silver
1322.0,9,166,360404.0,1,1,1,111,3,Platinum
1323.0,20,15,86422.0,3,4,2,342,9,Silver
1324.0,12,44,89151.0,2,2,2,222,6,Gold
1325.0,10,46,90653.0,1,2,2,122,5,Platinum
1326.0,2,52,144699.0,1,2,2,122,5,Platinum
1327.0,293,66,62884.0,4,2,3,423,9,Silver
1328.0,3,200,529526.0,1,1,1,111,3,Platinum
1329.0,12,30,75351.0,2,3,3,233,8,Gold
1330.0,2,133,664579.0,1,1,1,111,3,Platinum
1331.0,3,47,127049.0,1,2,2,122,5,Platinum
1332.0,50,26,64788.0,3,3,3,333,9,Silver
1333.0,4,67,130608.0,1,2,2,122,5,Platinum
1334.0,4,46,106615.0,1,2,2,122,5,Platinum
1335.0,403,22,45056.0,4,3,3,433,10,Silver
1336.0,143,7,12842.0,4,4,4,444,12,Bronze
1337.0,43,11,414756.0,3,4,1,341,8,Gold
1338.0,38,239,465699.0,3,1,1,311,5,Platinum
1339.0,57,6,50612.0,3,4,3,343,10,Silver
1340.0,234,3,16640.0,4,4,4,444,12,Bronze
1341.0,15,40,34154.0,2,3,4,234,9,Silver
1342.0,9,26,90914.0,1,3,2,132,6,Gold
1343.0,81,50,96024.0,4,2,2,422,8,Gold
1344.0,240,52,161084.0,4,2,2,422,8,Gold
1345.0,267,6,12968.0,4,4,4,444,12,Bronze
1346.0,9,1390,12637501.0,1,1,1,111,3,Platinum
1347.0,20,49,51452.0,3,2,3,323,8,Gold
1348.0,50,41,86224.0,3,3,2,332,8,Gold
1349.0,11,1202,680140.0,2,1,1,211,4,Platinum
1350.0,15,108,136553.0,2,1,2,212,5,Platinum
1351.0,174,25,36425.0,4,3,4,434,11,Bronze
1352.0,13,52,297296.0,2,2,1,221,5,Platinum
1353.0,81,29,220734.0,4,3,1,431,8,Gold
1354.0,17,25,14751.0,2,3,4,234,9,Silver
1355.0,70,52,66512.0,3,2,3,323,8,Gold
1356.0,11,58,46170.0,2,2,3,223,7,Gold
1357.0,45,29,52999.0,3,3,3,333,9,Silver
1358.0,9,26,18334.0,1,3,4,134,8,Gold
1359.0,10,164,381795.0,1,1,1,111,3,Platinum
1360.0,298,32,67097.0,4,3,3,433,10,Silver
1361.0,11,43,66660.0,2,2,3,223,7,Gold
1362.0,9,323,236395.0,1,1,1,111,3,Platinum
1363.0,50,164,86809.0,3,1,2,312,6,Gold
1364.0,11,248,498969.0,2,1,1,211,4,Platinum
1365.0,10,24,51181.0,1,3,3,133,7,Gold
1366.0,332,3,20166.0,4,4,4,444,12,Bronze
1367.0,18,71,255175.0,2,2,1,221,5,Platinum
1368.0,3,277,662591.0,1,1,1,111,3,Platinum
1369.0,2,263,645129.0,1,1,1,111,3,Platinum
1370.0,10,42,106222.0,1,3,2,132,6,Gold
1371.0,5,603,1407465.0,1,1,1,111,3,Platinum
1372.0,107,8,157596.0,4,4,2,442,10,Silver
1373.0,112,6,41114.0,4,4,3,443,11,Bronze
1374.0,21,44,79890.0,3,2,3,323,8,Gold
1375.0,15,2,19752.0,2,4,4,244,10,Silver
1376.0,61,39,105424.0,3,3,2,332,8,Gold
1377.0,3,44,19978.0,1,2,4,124,7,Gold
1378.0,20,38,29749.0,3,3,4,334,10,Silver
1379.0,240,21,44282.0,4,3,3,433,10,Silver
1380.0,11,10,17337.0,2,4,4,244,10,Silver
1381.0,12,88,244389.0,2,2,1,221,5,Platinum
1382.0,19,103,227796.0,2,1,1,211,4,Platinum
1383.0,41,118,280494.0,3,1,1,311,5,Platinum
1384.0,11,9,155680.0,2,4,2,242,8,Gold
1386.0,9,70,136439.0,1,2,2,122,5,Platinum
1387.0,20,108,242682.0,3,1,1,311,5,Platinum
1388.0,5,59,215044.0,1,2,1,121,4,Platinum
1389.0,3,107,230093.0,1,1,1,111,3,Platinum
1390.0,50,12,26476.0,3,4,4,344,11,Bronze
1391.0,6,7,13646.0,1,4,4,144,9,Silver
1392.0,46,21,76886.0,3,3,3,333,9,Silver
1393.0,14,193,454048.0,2,1,1,211,4,Platinum
1394.0,178,41,96639.0,4,3,2,432,9,Silver
1395.0,11,61,122017.0,2,2,2,222,6,Gold
1396.0,15,118,130636.0,2,1,2,212,5,Platinum
1397.0,9,73,283495.0,1,2,1,121,4,Platinum
1398.0,27,183,426228.0,3,1,1,311,5,Platinum
1399.0,19,43,179117.0,2,2,2,222,6,Gold
1400.0,44,54,101174.0,3,2,2,322,7,Gold
1401.0,14,118,295181.0,2,1,1,211,4,Platinum
1402.0,18,36,167446.0,2,3,2,232,7,Gold
1403.0,23,159,119867.0,3,1,2,312,6,Gold
1404.0,13,80,401350.0,2,2,1,221,5,Platinum
1405.0,81,15,63854.0,4,4,3,443,11,Bronze
1406.0,403,9,17633.0,4,4,4,444,12,Bronze
1407.0,329,8,20847.0,4,4,4,444,12,Bronze
1408.0,11,114,278318.0,2,1,1,211,4,Platinum
1409.0,9,42,107479.0,1,3,2,132,6,Gold
1410.0,44,10,27340.0,3,4,4,344,11,Bronze
1411.0,235,16,34381.0,4,4,4,444,12,Bronze
1412.0,11,148,311405.0,2,1,1,211,4,Platinum
1413.0,15,112,215714.0,2,1,1,211,4,Platinum
1414.0,16,75,182781.0,2,2,2,222,6,Gold
1415.0,17,20,15917.0,2,3,4,234,9,Silver
1416.0,293,8,36582.0,4,4,4,444,12,Bronze
1417.0,8,111,245538.0,1,1,1,111,3,Platinum
1418.0,2,78,382408.0,1,2,1,121,4,Platinum
1419.0,264,54,114988.0,4,2,2,422,8,Gold
1420.0,12,106,405939.0,2,1,1,211,4,Platinum
1421.0,11,112,1554952.0,2,1,1,211,4,Platinum
1422.0,143,5,16202.0,4,4,4,444,12,Bronze
1423.0,51,52,139383.0,3,2,2,322,7,Gold
1424.0,9,143,345454.0,1,1,1,111,3,Platinum
1425.0,13,19,36422.0,2,3,4,234,9,Silver
1426.0,111,31,68153.0,4,3,3,433,10,Silver
1427.0,74,66,148825.0,4,2,2,422,8,Gold
1428.0,332,29,57851.0,4,3,3,433,10,Silver
1429.0,137,10,15960.0,4,4,4,444,12,Bronze
1430.0,81,33,75485.0,4,3,3,433,10,Silver
1431.0,16,28,65678.0,2,3,3,233,8,Gold
1432.0,11,74,130818.0,2,2,2,222,6,Gold
1433.0,15,223,490389.0,2,1,1,211,4,Platinum
1434.0,197,8,14544.0,4,4,4,444,12,Bronze
1435.0,4,155,492719.0,1,1,1,111,3,Platinum
1436.0,9,34,65022.0,1,3,3,133,7,Gold
1437.0,22,27,216966.0,3,3,1,331,7,Gold
1438.0,16,283,691752.0,2,1,1,211,4,Platinum
1439.0,69,10,33277.0,3,4,4,344,11,Bronze
1440.0,15,17,52158.0,2,4,3,243,9,Silver
1441.0,38,47,104944.0,3,2,2,322,7,Gold
1442.0,10,103,276997.0,1,1,1,111,3,Platinum
1443.0,2,237,524229.0,1,1,1,111,3,Platinum
1444.0,17,108,551160.0,2,1,1,211,4,Platinum
1445.0,4,60,135727.0,1,2,2,122,5,Platinum
1446.0,100,6,17356.0,4,4,4,444,12,Bronze
1447.0,10,62,175075.0,1,2,2,122,5,Platinum
1448.0,5,1617,7820889.0,1,1,1,111,3,Platinum
1449.0,19,155,490663.0,2,1,1,211,4,Platinum
1450.0,27,2,3820.0,3,4,4,344,11,Bronze
1451.0,114,16,88401.0,4,4,2,442,10,Silver
1452.0,45,27,24304.0,3,3,4,334,10,Silver
1453.0,12,109,230056.0,2,1,1,211,4,Platinum
1454.0,54,35,252082.0,3,3,1,331,7,Gold
1455.0,15,179,404564.0,2,1,1,211,4,Platinum
1456.0,9,123,310204.0,1,1,1,111,3,Platinum
1457.0,16,27,27034.0,2,3,4,234,9,Silver
1458.0,11,87,211767.0,2,2,1,221,5,Platinum
1459.0,111,8,26668.0,4,4,4,444,12,Bronze
1460.0,13,104,294597.0,2,1,1,211,4,Platinum
1461.0,40,24,65239.0,3,3,3,333,9,Silver
1462.0,19,42,48067.0,2,3,3,233,8,Gold
1463.0,19,122,264931.0,2,1,1,211,4,Platinum
1464.0,75,41,69313.0,4,3,3,433,10,Silver
1465.0,16,9,20787.0,2,4,4,244,10,Silver
1466.0,104,12,37517.0,4,4,4,444,12,Bronze
1467.0,17,268,643712.0,2,1,1,211,4,Platinum
1468.0,127,28,57222.0,4,3,3,433,10,Silver
1469.0,10,25,107953.0,1,3,2,132,6,Gold
1470.0,10,19,38062.0,1,3,4,134,8,Gold
1471.0,11,163,343200.0,2,1,1,211,4,Platinum
1472.0,11,63,67259.0,2,2,3,223,7,Gold
1473.0,17,89,244876.0,2,2,1,221,5,Platinum
1474.0,44,34,76075.0,3,3,3,333,9,Silver
1475.0,240,17,35902.0,4,4,4,444,12,Bronze
1476.0,45,6,15558.0,3,4,4,344,11,Bronze
1477.0,15,130,286226.0,2,1,1,211,4,Platinum
1478.0,9,23,81766.0,1,3,3,133,7,Gold
1479.0,12,71,110450.0,2,2,2,222,6,Gold
1480.0,39,6,14778.0,3,4,4,344,11,Bronze
1481.0,12,60,127255.0,2,2,2,222,6,Gold
1482.0,264,18,49797.0,4,3,3,433,10,Silver
1483.0,20,31,18220.0,3,3,4,334,10,Silver
1484.0,17,21,35912.0,2,3,4,234,9,Silver
1485.0,257,1,5136.0,4,4,4,444,12,Bronze
1486.0,13,47,129929.0,2,2,2,222,6,Gold
1487.0,45,6,13498.0,3,4,4,344,11,Bronze
1488.0,6,9,27672.0,1,4,4,144,9,Silver
1489.0,368,11,23380.0,4,4,4,444,12,Bronze
1490.0,61,38,78478.0,3,3,3,333,9,Silver
1491.0,50,41,29939.0,3,3,4,334,10,Silver
1492.0,20,58,106546.0,3,2,2,322,7,Gold
1493.0,9,118,269098.0,1,1,1,111,3,Platinum
1494.0,23,41,21284.0,3,3,4,334,10,Silver
1495.0,14,69,452903.0,2,2,1,221,5,Platinum
1496.0,9,533,1145846.0,1,1,1,111,3,Platinum
1497.0,293,8,17560.0,4,4,4,444,12,Bronze
1498.0,296,4,11970.0,4,4,4,444,12,Bronze
1499.0,359,4,8157.0,4,4,4,444,12,Bronze
1500.0,14,75,35113.0,2,2,4,224,8,Gold
1501.0,75,11,66077.0,4,4,3,443,11,Bronze
1502.0,50,46,50804.0,3,2,3,323,8,Gold
1503.0,53,56,29008.0,3,2,4,324,9,Silver
1504.0,27,129,126731.0,3,1,2,312,6,Gold
1505.0,10,59,164687.0,1,2,2,122,5,Platinum
1506.0,25,14,29451.0,3,4,4,344,11,Bronze
1507.0,299,7,17106.0,4,4,4,444,12,Bronze
